timestamp,simulated_time_seconds,state,plate_temp_f,bin_temp_f,target_temp_f,cycle_count,chill_mode,compressor_1,compressor_2,condenser_fan,hot_gas_solenoid,water_valve,recirculating_pump,ice_cutter
2026-01-25T03:48:19.146Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:19.155Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:19.164Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:19.172Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:19.179Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:24.212Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:24.216Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:24.226Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:24.235Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:24.242Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:24.249Z,,ICE,25.48,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:24.905Z,,ICE,27.16,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:29.430Z,,ICE,27.16,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:29.440Z,,ICE,27.16,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:31.631Z,,ICE,28.74,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:35.487Z,,ICE,28.74,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:35.491Z,,ICE,28.74,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:38.430Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:39.561Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:39.565Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:44.528Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:44.557Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:44.562Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:44.571Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:44.578Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:44.588Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:44.599Z,,ICE,30.09,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:45.341Z,,ICE,30.99,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:49.664Z,,ICE,30.99,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:49.672Z,,ICE,30.99,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:49.679Z,,ICE,30.99,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:49.687Z,,ICE,30.99,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:49.696Z,,ICE,30.99,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:52.128Z,,ICE,31.55,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:54.780Z,,ICE,31.55,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:54.785Z,,ICE,31.55,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:54.808Z,,ICE,31.55,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:58.969Z,,ICE,31.77,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:59.892Z,,ICE,31.77,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:59.897Z,,ICE,31.77,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:48:59.902Z,,ICE,31.77,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:05.011Z,,ICE,31.77,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:05.016Z,,ICE,31.77,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:08.326Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:09.985Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:09.995Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:10.006Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:10.022Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:10.042Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:10.046Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:10.054Z,,ICE,31.89,45.73,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:12.527Z,,ICE,32.00,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:15.084Z,,ICE,32.00,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:15.091Z,,ICE,32.00,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:15.096Z,,ICE,32.00,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:15.105Z,,ICE,32.00,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:15.113Z,,ICE,32.00,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:15.121Z,,ICE,32.00,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:19.262Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:20.216Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:20.222Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:25.219Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:25.229Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:25.238Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:25.247Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:25.256Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:25.266Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:25.275Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:26.030Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:30.324Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:30.336Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:30.341Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:30.350Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:30.361Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:30.371Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:30.380Z,,ICE,32.11,45.61,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:33.845Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:35.495Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:35.504Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:39.745Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:40.531Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:40.536Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:40.564Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:40.569Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:47.068Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:47.074Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:50.685Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:50.692Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:50.697Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:50.702Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:50.711Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:50.719Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:50.733Z,,ICE,32.11,45.50,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:53.355Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:55.793Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:55.797Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:55.806Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:55.816Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:49:55.829Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:00.059Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:01.993Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:01.997Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:06.032Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:06.037Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:06.853Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:11.024Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:11.033Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:11.043Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:11.051Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:11.060Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:11.068Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:11.074Z,,ICE,32.11,45.39,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:13.656Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:18.155Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:18.161Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:20.428Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:21.180Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:21.185Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:21.196Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:21.204Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:21.212Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:21.219Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:21.228Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
